track_name,artist_name,id,url,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
Victory,Two Steps from Hell,2F9xBxKbx2M0pbgtSu8fLf,https://api.spotify.com/v1/tracks/2F9xBxKbx2M0pbgtSu8fLf,0.00903,0.503,0.917,0.326,0.162,-6.111,0.0649,119.993,0.266
Heart of Courage,Thomas Bergersen,4JtvyWkWQTPVcroZf8JJkp,https://api.spotify.com/v1/tracks/4JtvyWkWQTPVcroZf8JJkp,0.511,0.403,0.591,0.896,0.108,-8.126,0.0514,135.047,0.192
Strength of a Thousand Men,Thomas Bergersen,3GJZLvGXaVszYdSBLMtJFX,https://api.spotify.com/v1/tracks/3GJZLvGXaVszYdSBLMtJFX,0.0962,0.478,0.906,0.919,0.115,-6.781,0.0419,140.021,0.59
Blackheart,Thomas Bergersen,2jn89xTHIVsy167uOmAewt,https://api.spotify.com/v1/tracks/2jn89xTHIVsy167uOmAewt,0.0945,0.136,0.462,0.936,0.119,-10.982,0.0367,161.073,0.112
Star Sky,Two Steps from Hell,06AMpcajziFnEKniV25fiU,https://api.spotify.com/v1/tracks/06AMpcajziFnEKniV25fiU,0.00997,0.443,0.822,0.107,0.0889,-5.656,0.0508,130.055,0.361
Protectors of the Earth,Thomas Bergersen,1YtHpYEbbfQQIyxXkdxEoW,https://api.spotify.com/v1/tracks/1YtHpYEbbfQQIyxXkdxEoW,0.0395,0.441,0.934,0.96,0.15,-6.766,0.0482,109.98,0.374
Impossible,Thomas Bergersen,29gW6N4TtGhpkYmYwhRvDL,https://api.spotify.com/v1/tracks/29gW6N4TtGhpkYmYwhRvDL,0.0608,0.166,0.786,0.947,0.0878,-7.261,0.0531,180.12,0.313
Archangel,Thomas Bergersen,3pTNVDJpzaLxiZnbC18SMX,https://api.spotify.com/v1/tracks/3pTNVDJpzaLxiZnbC18SMX,0.244,0.427,0.968,0.864,0.121,-4.517,0.0574,79.989,0.358
Never Back Down,Two Steps from Hell,4boaU9XaS1g6U1nV4lEsMl,https://api.spotify.com/v1/tracks/4boaU9XaS1g6U1nV4lEsMl,0.461,0.545,0.709,0.938,0.119,-6.825,0.0347,115.048,0.165
Invincible,Two Steps from Hell,0Z7VY2YzJdYThjXcMrH9Gh,https://api.spotify.com/v1/tracks/0Z7VY2YzJdYThjXcMrH9Gh,0.00128,0.412,0.778,0.732,0.0753,-7.776,0.033,89.997,0.307
Evergreen,Two Steps from Hell,5ac6fzdjXA8kPXkLSKARtz,https://api.spotify.com/v1/tracks/5ac6fzdjXA8kPXkLSKARtz,0.225,0.417,0.822,0.889,0.0593,-7.981,0.145,149.968,0.243
Dragon Rider,Thomas Bergersen,0G8iyOJFQ8Wvm4Fe6xjQdr,https://api.spotify.com/v1/tracks/0G8iyOJFQ8Wvm4Fe6xjQdr,0.000389,0.404,0.872,0.839,0.132,-8.72,0.0386,159.953,0.86
Flight Of The Silverbird,Two Steps from Hell,2k2Pwkt3Fqowcve91PiH4g,https://api.spotify.com/v1/tracks/2k2Pwkt3Fqowcve91PiH4g,0.00182,0.415,0.922,0.854,0.0888,-7.043,0.0819,138.086,0.226
Freedom Fighters,Thomas Bergersen,1gjUBLiGk3MdFksH3aRMax,https://api.spotify.com/v1/tracks/1gjUBLiGk3MdFksH3aRMax,0.00573,0.315,0.422,0.94,0.11,-12.209,0.0389,119.877,0.0386
Stallion,Two Steps from Hell,5Z0WctSOAlA7yyMl4rxQMf,https://api.spotify.com/v1/tracks/5Z0WctSOAlA7yyMl4rxQMf,0.118,0.259,0.688,0.794,0.141,-8.011,0.0418,88.917,0.335
El Dorado,Thomas Bergersen,4o0sJFXHckKlBhhynZsSIg,https://api.spotify.com/v1/tracks/4o0sJFXHckKlBhhynZsSIg,0.0986,0.465,0.798,0.864,0.167,-8.449,0.0429,94.008,0.364
None Shall Live,Two Steps from Hell,6tRXfCfNdcAMICHdQerIuu,https://api.spotify.com/v1/tracks/6tRXfCfNdcAMICHdQerIuu,0.00124,0.465,0.879,0.831,0.306,-6.155,0.0534,110.028,0.173
To Glory,Thomas Bergersen,4qxQreMZwLWqfrD9e2dZoz,https://api.spotify.com/v1/tracks/4qxQreMZwLWqfrD9e2dZoz,0.022,0.36,0.918,0.92,0.274,-8.996,0.109,104.976,0.289
Enchantress,Two Steps from Hell,1F2La2WnQKJKLWy2VuT5WO,https://api.spotify.com/v1/tracks/1F2La2WnQKJKLWy2VuT5WO,0.434,0.32,0.552,0.921,0.068,-6.493,0.0316,140.044,0.0944
United We Stand - Divided We Fall,Thomas Bergersen,2ZssT3XEX1cObqahy9YrQM,https://api.spotify.com/v1/tracks/2ZssT3XEX1cObqahy9YrQM,0.0077,0.388,0.901,0.385,0.119,-6.846,0.122,169.985,0.146
Never Give up on Your Dreams,Thomas Bergersen,27l2hfl85KUIK9z6N8dNUP,https://api.spotify.com/v1/tracks/27l2hfl85KUIK9z6N8dNUP,0.0202,0.444,0.939,0.89,0.0873,-7.267,0.0768,140.012,0.214
Undying Love,Thomas Bergersen,1j7GxBZfaXszszNvbQuL7u,https://api.spotify.com/v1/tracks/1j7GxBZfaXszszNvbQuL7u,0.767,0.109,0.448,0.808,0.143,-10.181,0.0316,83.01,0.0859
Unbreakable,Two Steps from Hell,2LNaHOlGadVUkhiIUwc5Bs,https://api.spotify.com/v1/tracks/2LNaHOlGadVUkhiIUwc5Bs,0.00175,0.38,0.879,0.868,0.089,-5.099,0.0545,140.003,0.0724
Magic of Love,Thomas Bergersen,7K6ZGai4neYqHuFSqX2jSb,https://api.spotify.com/v1/tracks/7K6ZGai4neYqHuFSqX2jSb,0.201,0.401,0.496,0.906,0.205,-10.439,0.0286,89.991,0.123
Unforgiven,Two Steps from Hell,0Ib9P2lSlqC6F2xCr5PcOI,https://api.spotify.com/v1/tracks/0Ib9P2lSlqC6F2xCr5PcOI,0.236,0.456,0.698,0.913,0.0877,-8.403,0.0323,109.95,0.577
High C's,Two Steps from Hell,7cWFCRC9iuVBMldmdhzjZP,https://api.spotify.com/v1/tracks/7cWFCRC9iuVBMldmdhzjZP,0.647,0.252,0.668,0.964,0.132,-5.906,0.0344,127.038,0.323
Winterspell,Thomas Bergersen,5n4dHCWjvGJtuFSZIyeqWp,https://api.spotify.com/v1/tracks/5n4dHCWjvGJtuFSZIyeqWp,0.425,0.232,0.871,0.971,0.0474,-8.761,0.149,92.268,0.174
Secret Melody,Thomas Bergersen,4FvOXcUhFu2RVyfxq1gJgH,https://api.spotify.com/v1/tracks/4FvOXcUhFu2RVyfxq1gJgH,0.917,0.57,0.487,0.978,0.14,-9.273,0.0322,115.021,0.476
Colin Frake,Two Steps from Hell,16JkANrD41BxKgTfSjB9Tm,https://api.spotify.com/v1/tracks/16JkANrD41BxKgTfSjB9Tm,0.819,0.255,0.293,0.846,0.109,-10.464,0.0311,139.979,0.163
Pegasus,Two Steps from Hell,6P61vGO4oL9oGQbVPzon8Q,https://api.spotify.com/v1/tracks/6P61vGO4oL9oGQbVPzon8Q,0.148,0.298,0.692,0.832,0.143,-9.075,0.0529,172.384,0.164
Birth of a Hero,Thomas Bergersen,6TTI5gNPuQZ0a2nAt4v8cN,https://api.spotify.com/v1/tracks/6TTI5gNPuQZ0a2nAt4v8cN,0.569,0.41,0.531,0.627,0.0546,-7.018,0.0353,125.061,0.1
Emerald Princess,Two Steps from Hell,3Lsxzkhu8U9hTApMjTrCzm,https://api.spotify.com/v1/tracks/3Lsxzkhu8U9hTApMjTrCzm,0.00681,0.385,0.8,0.131,0.0443,-6.074,0.061,128.04,0.0903
Lost in Las Vegas,Two Steps from Hell,7wdYb60ksflUhqa3dpWwY1,https://api.spotify.com/v1/tracks/7wdYb60ksflUhqa3dpWwY1,0.175,0.709,0.723,0.851,0.0535,-6.086,0.0281,119.994,0.216
Run Free,Thomas Bergersen,38frEzNCL3xoWG2ny1bKgu,https://api.spotify.com/v1/tracks/38frEzNCL3xoWG2ny1bKgu,0.259,0.483,0.804,0.888,0.127,-9.184,0.0808,89.969,0.173
Mercy in Darkness,Nick Phoenix,6F5uMdLMXy1z6vvMKixC21,https://api.spotify.com/v1/tracks/6F5uMdLMXy1z6vvMKixC21,0.85,0.193,0.252,0.922,0.113,-14.677,0.0302,106.27,0.126
Nighthawk,Two Steps from Hell,5NLgZZRvX2RKIEFQrPez24,https://api.spotify.com/v1/tracks/5NLgZZRvX2RKIEFQrPez24,0.251,0.354,0.62,0.349,0.115,-7.815,0.0352,133.184,0.122
SkyWorld,Thomas Bergersen,1PdmMZoKB3lUyihCR37eUL,https://api.spotify.com/v1/tracks/1PdmMZoKB3lUyihCR37eUL,0.258,0.544,0.883,0.622,0.102,-8.79,0.0391,151.006,0.413
Unleashed,Thomas Bergersen,1l2g97tNnO52U1IS0y9GRL,https://api.spotify.com/v1/tracks/1l2g97tNnO52U1IS0y9GRL,0.55,0.312,0.497,0.945,0.0802,-8.389,0.0367,102.916,0.0585
Compass,Two Steps from Hell,2LZQL0DctyP7L5h3QnnP2s,https://api.spotify.com/v1/tracks/2LZQL0DctyP7L5h3QnnP2s,0.759,0.211,0.382,0.941,0.0812,-11.942,0.0317,144.014,0.102
Race to Durango,Two Steps from Hell,7EvkzDRYiShZsY0Gt8JrJv,https://api.spotify.com/v1/tracks/7EvkzDRYiShZsY0Gt8JrJv,0.146,0.458,0.634,0.915,0.0484,-7.335,0.0356,117.002,0.444
Breathe,Thomas Bergersen,23TXSzmuErPA3CAPsE2bme,https://api.spotify.com/v1/tracks/23TXSzmuErPA3CAPsE2bme,0.267,0.378,0.565,0.903,0.105,-10.103,0.0369,102.988,0.115
Jump!,Thomas Bergersen,6cnJNLZoOYaMX9ZK4x5MPM,https://api.spotify.com/v1/tracks/6cnJNLZoOYaMX9ZK4x5MPM,0.00304,0.517,0.747,0.924,0.106,-7.7,0.0303,135.024,0.318
Wild Heart,Thomas Bergersen,4bUlbTG0wlyBLb7pIfZzLa,https://api.spotify.com/v1/tracks/4bUlbTG0wlyBLb7pIfZzLa,0.206,0.367,0.464,0.939,0.0719,-9.157,0.0393,120.011,0.093
Bravestone,Two Steps from Hell,1GMfOx8IyUnQz4SX1Mhqlo,https://api.spotify.com/v1/tracks/1GMfOx8IyUnQz4SX1Mhqlo,0.00884,0.347,0.82,0.916,0.118,-6.251,0.0563,104.933,0.114
For the Win,Thomas Bergersen,34x22hY9CKf3ZoPjQwZSgc,https://api.spotify.com/v1/tracks/34x22hY9CKf3ZoPjQwZSgc,0.0627,0.453,0.928,0.907,0.0605,-7.773,0.062,116.97,0.304
Sons of War,Thomas Bergersen,05hLYeNT8mZeSmKJMMU2w1,https://api.spotify.com/v1/tracks/05hLYeNT8mZeSmKJMMU2w1,0.0182,0.446,0.975,0.923,0.302,-6.726,0.0327,80.015,0.226
Aeterna,Two Steps from Hell,49cmnghHGvzTk272gZOR36,https://api.spotify.com/v1/tracks/49cmnghHGvzTk272gZOR36,0.114,0.468,0.713,0.805,0.111,-11.861,0.046,120.018,0.0314
My Freedom,Two Steps from Hell,3MrGJxDOrc8rhTXMlt0qcE,https://api.spotify.com/v1/tracks/3MrGJxDOrc8rhTXMlt0qcE,0.333,0.444,0.661,0.937,0.175,-6.931,0.0291,96.109,0.161
Dragon,Two Steps from Hell,4wnLWNl08ugaU7PbenbQ4f,https://api.spotify.com/v1/tracks/4wnLWNl08ugaU7PbenbQ4f,0.018,0.333,0.765,0.0108,0.103,-8.483,0.0793,134.033,0.04
Armada,Thomas Bergersen,3Et9byLSV8GS5okWLRQL8L,https://api.spotify.com/v1/tracks/3Et9byLSV8GS5okWLRQL8L,0.277,0.443,0.852,0.922,0.129,-10.456,0.0937,78.061,0.151
"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",DJ Snake,6IPNp9PfaEqrzotY47TIWy,https://api.spotify.com/v1/tracks/6IPNp9PfaEqrzotY47TIWy,0.00406,0.8,0.837,0.00313,0.0904,-2.807,0.0491,100.015,0.702
LALISA,LISA,10BfqdiV5PhV1UYsMEyou1,https://api.spotify.com/v1/tracks/10BfqdiV5PhV1UYsMEyou1,0.0267,0.804,0.652,0.000782,0.118,-6.282,0.0898,150.076,0.854
MONEY,LISA,7hU3IHwjX150XLoTVmjD0q,https://api.spotify.com/v1/tracks/7hU3IHwjX150XLoTVmjD0q,0.161,0.831,0.554,6.12E-05,0.152,-9.998,0.218,140.026,0.396
How You Like That,BLACKPINK,6y6k14YN6MbKpGIv1Rk00Q,https://api.spotify.com/v1/tracks/6y6k14YN6MbKpGIv1Rk00Q,0.0694,0.828,0.782,3.41E-05,0.0544,-4.014,0.0918,130.013,0.351
Lovesick Girls,BLACKPINK,4Vhvlhomv8fTp2e6I4XTpe,https://api.spotify.com/v1/tracks/4Vhvlhomv8fTp2e6I4XTpe,0.00513,0.658,0.732,0,0.13,-4.762,0.0654,127.995,0.409
DDU-DU DDU-DU,BLACKPINK,7b8YOVV5quZcSKEijDgyWB,https://api.spotify.com/v1/tracks/7b8YOVV5quZcSKEijDgyWB,0.0313,0.671,0.859,0,0.267,-3.922,0.0833,139.931,0.39
Kill This Love,BLACKPINK,0M98PvIvx7vZ8LDpzMw1hB,https://api.spotify.com/v1/tracks/0M98PvIvx7vZ8LDpzMw1hB,0.318,0.738,0.861,0.00182,0.325,-4.141,0.237,131.98,0.58
SOLO,JENNIE,2XIaetAZTyR7oQfHh8DZ2B,https://api.spotify.com/v1/tracks/2XIaetAZTyR7oQfHh8DZ2B,0.0861,0.752,0.642,0,0.0953,-5.165,0.0869,95.043,0.388
BOOMBAYAH,BLACKPINK,3yHQKddM8SVCRnuPSo3HPN,https://api.spotify.com/v1/tracks/3yHQKddM8SVCRnuPSo3HPN,0.00264,0.658,0.836,1.02E-06,0.507,-3.282,0.0549,124.969,0.387
On The Ground,ROSÉ,2pn8dNVSpYnAtlKFC8Q0DJ,https://api.spotify.com/v1/tracks/2pn8dNVSpYnAtlKFC8Q0DJ,0.0174,0.311,0.607,0,0.131,-6.578,0.11,188.7,0.286
PLAYING WITH FIRE,BLACKPINK,7e7VjLxO5xJINHvnRytrqi,https://api.spotify.com/v1/tracks/7e7VjLxO5xJINHvnRytrqi,0.0399,0.707,0.758,0,0.141,-4.511,0.0917,97.037,0.674
Gone,ROSÉ,2dHoVW9AxJVSRebPRyV2aA,https://api.spotify.com/v1/tracks/2dHoVW9AxJVSRebPRyV2aA,0.594,0.647,0.377,0,0.0768,-6.003,0.0375,79.936,0.653
As If It's Your Last,BLACKPINK,1Zyd6zQnC6XIIzmg3hP7Ot,https://api.spotify.com/v1/tracks/1Zyd6zQnC6XIIzmg3hP7Ot,0.0688,0.786,0.853,0,0.0759,-2.687,0.0816,125.034,0.45
WHISTLE,BLACKPINK,7HWmJ1wBecOAMNGjC6SmKE,https://api.spotify.com/v1/tracks/7HWmJ1wBecOAMNGjC6SmKE,0.00682,0.822,0.712,0,0.0955,-4.877,0.15,102.874,0.647
Don't Know What To Do,BLACKPINK,7ibZWzytUh41z5ycK2I5N8,https://api.spotify.com/v1/tracks/7ibZWzytUh41z5ycK2I5N8,0.0992,0.628,0.64,0,0.138,-4.164,0.0491,129.815,0.409
You Never Know,BLACKPINK,1b0PG9Zd1HhOwq3n9QNkDg,https://api.spotify.com/v1/tracks/1b0PG9Zd1HhOwq3n9QNkDg,0.227,0.527,0.462,0,0.164,-5.504,0.0494,144.573,0.334
Sour Candy (with BLACKPINK),Lady Gaga,6R6ZoHTypt5lt68MWbzZXv,https://api.spotify.com/v1/tracks/6R6ZoHTypt5lt68MWbzZXv,0.0604,0.752,0.87,1.12E-05,0.489,-3.812,0.0623,120.006,0.784
Forever Young,BLACKPINK,2naEVOadudtXHwtZNfjMDM,https://api.spotify.com/v1/tracks/2naEVOadudtXHwtZNfjMDM,0.0423,0.592,0.961,0,0.0882,-1.807,0.096,109.826,0.508
Kick It,BLACKPINK,6MN6oiT2d7qxYEOwXwgV34,https://api.spotify.com/v1/tracks/6MN6oiT2d7qxYEOwXwgV34,0.0156,0.765,0.787,0,0.0736,-3.647,0.0445,124.949,0.381
Really,BLACKPINK,2r5oD7twaQTsv5KoRS6v16,https://api.spotify.com/v1/tracks/2r5oD7twaQTsv5KoRS6v16,0.0235,0.696,0.881,0,0.277,-2.082,0.104,142.019,0.947
BOOMBAYAH - Japanese Version,BLACKPINK,5nIjOnMbC0QDMrYFLGx0yV,https://api.spotify.com/v1/tracks/5nIjOnMbC0QDMrYFLGx0yV,0.0225,0.748,0.868,4.85E-06,0.367,-2.296,0.0533,124.952,0.513
DDU-DU DDU-DU - Live,BLACKPINK,69Bi7veKMrb2mRq00HkRyO,https://api.spotify.com/v1/tracks/69Bi7veKMrb2mRq00HkRyO,0.0184,0.55,0.901,5.07E-06,0.368,-4.635,0.228,139.916,0.359
STAY,BLACKPINK,4TWHREp4wv0TmewqR6rgRd,https://api.spotify.com/v1/tracks/4TWHREp4wv0TmewqR6rgRd,0.569,0.628,0.433,7.71E-06,0.104,-6.808,0.0383,88.074,0.343
DDU-DU DDU-DU - Japanese Version,BLACKPINK,4jUEHIrc443f743JbyLN0y,https://api.spotify.com/v1/tracks/4jUEHIrc443f743JbyLN0y,0.0296,0.703,0.845,0,0.213,-3.479,0.0682,139.936,0.428
See U Later,BLACKPINK,3AyLh4R4D3fQfyqCsTdFf3,https://api.spotify.com/v1/tracks/3AyLh4R4D3fQfyqCsTdFf3,0.0376,0.74,0.926,0,0.582,-3.965,0.112,106.987,0.571
DDU-DU DDU-DU (Remix),BLACKPINK,0NdEvupVBxG5zyVLGtpJpg,https://api.spotify.com/v1/tracks/0NdEvupVBxG5zyVLGtpJpg,0.0341,0.68,0.906,7.83E-05,0.077,-6.195,0.0734,145.05,0.68
WHISTLE - Acoustic Ver.,BLACKPINK,0doLJjIDrYkoXDb4b9Qa8n,https://api.spotify.com/v1/tracks/0doLJjIDrYkoXDb4b9Qa8n,0.832,0.842,0.453,0,0.0932,-5.942,0.0391,103.038,0.647
Hope Not,BLACKPINK,6euC2yxyQA6uztolUYnhiW,https://api.spotify.com/v1/tracks/6euC2yxyQA6uztolUYnhiW,0.441,0.556,0.423,0,0.0867,-4.998,0.0274,110.086,0.179
FOREVER YOUNG - Japanese Version,BLACKPINK,02h4inVwwNX1cMuGCDtsgV,https://api.spotify.com/v1/tracks/02h4inVwwNX1cMuGCDtsgV,0.0868,0.628,0.967,1.12E-06,0.0589,-1.134,0.0569,110.072,0.463
SEE U LATER - Japanese Version,BLACKPINK,7IS4NciwYPs1wMywOKx69z,https://api.spotify.com/v1/tracks/7IS4NciwYPs1wMywOKx69z,0.0322,0.774,0.907,0,0.508,-3.799,0.114,107.005,0.659
REALLY - Japanese Version,BLACKPINK,6OKXcx7tClGAS0o2cOTl2v,https://api.spotify.com/v1/tracks/6OKXcx7tClGAS0o2cOTl2v,0.0255,0.715,0.876,0,0.281,-2.361,0.101,142.034,0.948
Ice Cream (with Selena Gomez),BLACKPINK,60jpDubMmVyR5molJp2TCm,https://api.spotify.com/v1/tracks/60jpDubMmVyR5molJp2TCm,0.0305,0.791,0.733,0.000169,0.0423,-3.852,0.35,159.974,0.913
Love To Hate Me,BLACKPINK,09JE599HkmbidwGWyD4ZGy,https://api.spotify.com/v1/tracks/09JE599HkmbidwGWyD4ZGy,0.0365,0.689,0.656,0,0.136,-4.532,0.143,162.269,0.623
Crazy Over You,BLACKPINK,4yOqfpzmL4FvmXJTUgAMUP,https://api.spotify.com/v1/tracks/4yOqfpzmL4FvmXJTUgAMUP,0.0367,0.805,0.66,6.40E-05,0.215,-5.342,0.0582,114.954,0.617
Pretty Savage,BLACKPINK,1XnpzbOGptRwfJhZgLbmSr,https://api.spotify.com/v1/tracks/1XnpzbOGptRwfJhZgLbmSr,0.00886,0.701,0.556,0.000122,0.106,-7.42,0.0414,152.045,0.333
Bet You Wanna (feat. Cardi B),BLACKPINK,1hPkiovjTqiJAJen4uyNRg,https://api.spotify.com/v1/tracks/1hPkiovjTqiJAJen4uyNRg,0.00479,0.541,0.688,0,0.0733,-5.184,0.198,109.843,0.649
Panini,Lil Nas X,1000nHvUdawXuUHgBod4Wv,https://api.spotify.com/v1/tracks/1000nHvUdawXuUHgBod4Wv,0.342,0.703,0.594,0,0.123,-6.146,0.0752,153.848,0.475
Ocean,Parachute,1nFJAKHt0jgzVogbNJT3Zz,https://api.spotify.com/v1/tracks/1nFJAKHt0jgzVogbNJT3Zz,0.0686,0.662,0.711,1.17E-05,0.085,-4.924,0.0279,119.989,0.352
tomorrow tonight,Loote,4vsAUbPb6q9FpC4AGBFdVh,https://api.spotify.com/v1/tracks/4vsAUbPb6q9FpC4AGBFdVh,0.134,0.32,0.5,0,0.108,-7.979,0.0994,91.361,0.142
Lanterns,Xomu,4sYI13LMsxY1DfSRXGxqUv,https://api.spotify.com/v1/tracks/4sYI13LMsxY1DfSRXGxqUv,0.187,0.7,0.929,0.314,0.309,-1.979,0.0397,128.046,0.291
Papaoutai,Stromae,34dx8DACTJsc3rsJdaEIQw,https://api.spotify.com/v1/tracks/34dx8DACTJsc3rsJdaEIQw,0.0266,0.734,0.809,0,0.0642,-7.264,0.0839,116.024,0.254
boba,eevee,0MKyVIjlJMw0fq8iS8I74B,https://api.spotify.com/v1/tracks/0MKyVIjlJMw0fq8iS8I74B,0.333,0.802,0.604,0.868,0.119,-9.273,0.0894,87.986,0.719
Move Up (Lost Gravity),Mr. Polska,7nv8yYS0r5p0FUP7hlUOyY,https://api.spotify.com/v1/tracks/7nv8yYS0r5p0FUP7hlUOyY,0.0784,0.466,0.827,0.122,0.0966,-4.809,0.0392,120.01,0.258
Stand Out Fit In,ONE OK ROCK,4zXRMjTaeflesB3Ih4eHnJ,https://api.spotify.com/v1/tracks/4zXRMjTaeflesB3Ih4eHnJ,0.0178,0.615,0.841,0,0.133,-5.352,0.0416,126.026,0.316
Miss You,PIKASONIC,6xdzj9CiF34j39pqnHVjuS,https://api.spotify.com/v1/tracks/6xdzj9CiF34j39pqnHVjuS,0.0936,0.737,0.903,0.0782,0.366,-6.372,0.0416,109.008,0.652
Ego,Willy William,4bHDRYnbE4KyVZ7moHBHnu,https://api.spotify.com/v1/tracks/4bHDRYnbE4KyVZ7moHBHnu,0.374,0.787,0.778,0.000823,0.359,-5.428,0.0456,99.994,0.477
Light It Up - Remix,Major Lazer,500mvzh7TRZ0YdnVeHhj8b,https://api.spotify.com/v1/tracks/500mvzh7TRZ0YdnVeHhj8b,0.0375,0.747,0.877,0.000833,0.233,-3.782,0.0664,107.991,0.752
Pagoda,Xomu,5UVVmTzU6MTFy91KMr4SMd,https://api.spotify.com/v1/tracks/5UVVmTzU6MTFy91KMr4SMd,0.00945,0.7,0.847,0.00947,0.0883,-4.427,0.0616,120.016,0.289
Dreaming Alone,Against The Current,3lbtBnZlPTSlcQjgvUGsmu,https://api.spotify.com/v1/tracks/3lbtBnZlPTSlcQjgvUGsmu,0.0685,0.638,0.664,0,0.117,-6.58,0.0369,144.955,0.411
Fearless Pt. II,Lost Sky,4VZH6OfxPy1nNE7KbtVKyK,https://api.spotify.com/v1/tracks/4VZH6OfxPy1nNE7KbtVKyK,0.282,0.729,0.928,0.00147,0.12,-4.279,0.0515,109.996,0.322
Kuyenda,Lennart Schroot,3fbdrl4iGNNizsJnFNS2Jv,https://api.spotify.com/v1/tracks/3fbdrl4iGNNizsJnFNS2Jv,0.00977,0.525,0.83,0.598,0.0876,-5.727,0.0372,155.042,0.17
Mama (feat. Ellie Goulding),Clean Bandit,3WDIhWoRWVcaHdRwMEHkkS,https://api.spotify.com/v1/tracks/3WDIhWoRWVcaHdRwMEHkkS,0.225,0.737,0.714,3.79E-06,0.267,-6.138,0.0367,102.046,0.608
Je danse encore,Bilal Hassani,0iUYpOGEUz7apdotDMKqiO,https://api.spotify.com/v1/tracks/0iUYpOGEUz7apdotDMKqiO,0.37,0.664,0.629,0,0.102,-6.696,0.0426,96.977,0.596
On écrit sur les murs,Kids United,5LaNypZh0fQMMy70pClm8d,https://api.spotify.com/v1/tracks/5LaNypZh0fQMMy70pClm8d,0.402,0.67,0.794,0,0.371,-6.601,0.0377,120.048,0.596
Waste It On Me - Cheat Codes Remix,Steve Aoki,0ld1ZvjtGHQFGjzelGuD2G,https://api.spotify.com/v1/tracks/0ld1ZvjtGHQFGjzelGuD2G,0.0169,0.698,0.855,0,0.371,-4.595,0.13,108.949,0.576
Stay - Jonas Blue Remix,Zedd,3qwQ3PEudWSXRaWbsJUUx5,https://api.spotify.com/v1/tracks/3qwQ3PEudWSXRaWbsJUUx5,0.0096,0.763,0.846,0.00803,0.0403,-4.545,0.0468,125.009,0.564
Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,SHAUN,1ZLrDPgR7mvuTco3rQK8Pk,https://api.spotify.com/v1/tracks/1ZLrDPgR7mvuTco3rQK8Pk,0.269,0.737,0.747,0,0.219,-4.818,0.0323,105.943,0.447
Roses - Imanbek Remix,SAINt JHN,6e6be6hyp6QXrAlzCUFzSL,https://api.spotify.com/v1/tracks/6e6be6hyp6QXrAlzCUFzSL,0.0149,0.784,0.721,0.00424,0.285,-5.457,0.0506,121.966,0.895
You Send Me,Aretha Franklin,4VijLEUxHEzbWKYL5u9wuN,https://api.spotify.com/v1/tracks/4VijLEUxHEzbWKYL5u9wuN,0.57,0.512,0.303,0,0.0803,-13.547,0.0374,102.908,0.629
Pneumatic Tokyo,Env,3gVsVsmcJG2NBKhWCTHB8Q,https://api.spotify.com/v1/tracks/3gVsVsmcJG2NBKhWCTHB8Q,0.0844,0.803,0.895,0.445,0.0978,-6.208,0.0603,129.973,0.378
Dancing in the Moonlight,Toploader,3Fzlg5r1IjhLk2qRw667od,https://api.spotify.com/v1/tracks/3Fzlg5r1IjhLk2qRw667od,0.0624,0.632,0.856,0,0.347,-3.463,0.0348,119.397,0.867
Nandaka,NIVIRO,3cCEPsI8BaF79A3YsqjUHi,https://api.spotify.com/v1/tracks/3cCEPsI8BaF79A3YsqjUHi,0.00146,0.58,0.897,0.899,0.0935,-3.891,0.0545,128.008,0.127
Vi är för alltid,kent,2WATrpIPvtgmByc8MrIuHs,https://api.spotify.com/v1/tracks/2WATrpIPvtgmByc8MrIuHs,0.0028,0.614,0.685,0.00413,0.128,-7.57,0.0303,111.999,0.498
We'll Be Coming Back (feat. Example) - Killsonik Remix,Calvin Harris,5EAjCshmGUYJ5Iqcz4H1jU,https://api.spotify.com/v1/tracks/5EAjCshmGUYJ5Iqcz4H1jU,0.00354,0.459,0.819,2.15E-05,0.108,-4.038,0.0518,139.955,0.181
We All Lift Together,Freya Catherine,3yua0AP3kkKhpqUhi4uuw6,https://api.spotify.com/v1/tracks/3yua0AP3kkKhpqUhi4uuw6,0.741,0.543,0.278,0,0.0859,-11.941,0.0335,120.015,0.15
Asuka,PIKASONIC,7ooZV0g4aFZbfwBSEKp0jt,https://api.spotify.com/v1/tracks/7ooZV0g4aFZbfwBSEKp0jt,0.000642,0.651,0.938,0.829,0.327,-4.317,0.0348,128.004,0.355
Something Just Like This,Fabien Tell,1nleadb6UL404mwEl9qq72,https://api.spotify.com/v1/tracks/1nleadb6UL404mwEl9qq72,0.825,0.805,0.362,0.777,0.114,-18.339,0.0886,139.998,0.488
Vikings,Filip Lackovic,6i2u1IJ9uDeJVC7mwxZQVI,https://api.spotify.com/v1/tracks/6i2u1IJ9uDeJVC7mwxZQVI,0.614,0.451,0.384,0.112,0.1,-12.271,0.028,89.98,0.0567
Freak Me (feat. Tekno),Ciara,2YzhSj3vzAC6UDpFEwTMLF,https://api.spotify.com/v1/tracks/2YzhSj3vzAC6UDpFEwTMLF,0.324,0.691,0.716,5.69E-06,0.0788,-5.683,0.174,104.696,0.441
